text,therapy,disorder,source,citation
"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks.    Sometimes I feel i'm not worth knowing or i'm never going to do anything right.",Cognitive Behavioral Therapy,Depression,huggingface_counseling,
"I have been dating my boyfriend for a month, and we want a baby. We don't work or drive, and we haven't talked to our parents. What should we do?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with physiological tension, headaches, gastrointestinal, chronic stress. Patient reports significant distress.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,MBSR evidence base: Kabat-Zinn 1990 — stress reduction programme
I know I need to deal with my depression. But I don't know how and I don't want to tell anyone.    How can I deal with depression without telling anyone?,Cognitive Behavioral Therapy,Depression,huggingface_counseling,
"He wants to wear makeup and heels. He even tucks his penis away to resemble a vagina. He wants me to wear a strap on and have anal sex with him. I have tried this for him, but I don’t like it and have told him so. He keeps making comments about it and says he can't live without it.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"In the last ten months, I've been kicked out, moved around three times, worked many jobs, stopped school to make money, had dad and mom get sick, was cheated on while pregnant, lost my baby, had relationship issues, and was betrayed. I can't get a job. I have no friends. I feel lonely and isolated. ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with persistent low mood, loss of interest, poor concentration. Previous episode resolved with therapy.",Cognitive Behavioral Therapy,Depression,clinical_knowledge_graph,NICE CG90: CBT recommended for mild-moderate depression
"After 25 years, I fell in love for the first time. The person acted for a week and left me without even saying goodbye. My heart is burning, and I can't take this pain.",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"Our relationship ended about 7 years ago, but don't know how to let go. How can I get over that person and move on?",Exposure Therapy,Anxiety,huggingface_counseling,
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counse",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I want a secure relationship with someone that wants to be with me and who will actually put effort into it.
 I seem to gravitate toward unavailable men and those that want intimacy and no relationship. I let men dictate and control me because they accuse me of being controlling. I let men emotional",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"When I'm around people, I sometimes think someone has made a comment to me or asked me to do something. I will be focusing on something else and then randomly think I hear something about me. I never know if it was actually said.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My partner and I have had an amazing relationship and connection for over two years. We're very committed to each other and are planning a very long life together. However, he recently was very open and honest that he isn't interested in having sex with me anymore. He says this has happened in every",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"There are intimate things she did early in the relationship, and things she had once agreed to try that she will not do now. I end up thinking about it all day. I feel rejected and think I married the wrong person.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with deadline anxiety, overwhelmed. Patient reports significant distress.",Cognitive Behavioral Therapy,Stress,clinical_knowledge_graph,CBT for stress management: problem-solving + cognitive restructuring
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I don't know what to say. I have never really known who I am.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with loss of relationships, loneliness, social withdrawal. Impact on work and relationships noted.",Group Therapy,Depression,clinical_knowledge_graph,NICE CG90: Group-based CBT or IPT for depression with social difficulties
"Patient presents with avoidance, survivor guilt, detachment. No prior psychiatric history.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018: Trauma-focused EMDR for PTSD — 8-12 sessions
"Patient presents with complex PTSD, combat trauma, accident trauma. Patient reports significant distress.",EMDR Therapy,PTSD,clinical_knowledge_graph,WHO 2013: EMDR recommended for PTSD in adults
"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very ",Medication Management,Anxiety,huggingface_counseling,
"I'm being verbally abused on a daily basis by my parents in front of my child. I feel like I’m trapped and I have no escape. I feel like I have to listen to the horrible things they say and just take all of it.
   I need some way of learning how to cope with listening to it especially since I have n",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with excessive worry, restlessness. Patient reports significant distress.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG113: CBT recommended as first-line psychological intervention for GAD
"I'm a teenager, and I just got my first job. I am a month and a half in. Yesterday, my boss pushed me to the point where I had to go to the restroom and cry. She didn't see me, and I'm glad, but when I went to talk to her about it today, I let a tear or two come out. I hate it. I feel like they're n",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with grief, bereavement, loss. This has persisted for several months.",Psychodynamic Therapy,Depression,clinical_knowledge_graph,DSM-5: Prolonged grief disorder — psychodynamic or grief-focused therapy
"Patient presents with medication side effects, treatment-resistant depression, chronic depression. Impact on work and relationships noted.",Medication Management,Depression,clinical_knowledge_graph,NICE CG90: Combination of antidepressant + psychological therapy
What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with emotional depletion, exhaustion, burnout, work overload. Previous episode resolved with therapy.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,APA: Mindfulness-Based Stress Reduction (MBSR) for occupational burnout
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,Exposure Therapy,Anxiety,huggingface_counseling,
I feel really uncomfortable when I have people's attention.  It makes me not want to talk in public or answer questions in class. Can I get over this social anxiety?,Mindfulness-Based Therapy,Anxiety,huggingface_counseling,
"I feel like every time I do something someone asks me to, I never fully meet what they want. I feel that when I finish it, they always think that they should have picked someone else to do it. I feel like  they just want nothing to do with me.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My toddler defies everything I say and doesn’t see me as authoritative, so she says no about everything. I'd like to hear some ways I can work on not needing to feel so much in control all the time.",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"Patient presents with work-life imbalance, overwhelmed, deadline anxiety, pressure. This has persisted for several months.",Cognitive Behavioral Therapy,Stress,clinical_knowledge_graph,CBT for stress management: problem-solving + cognitive restructuring
"Patient presents with work overload, emotional depletion, exhaustion. No prior psychiatric history.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,APA: Mindfulness-Based Stress Reduction (MBSR) for occupational burnout
"I am not sure if I am depressed. I don't know how to bring it up to my parents, and that makes me miserable.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with trembling, avoidance of social situations, embarrassment, social fear. Impact on work and relationships noted.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG159: CBT recommended for social anxiety disorder
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"He isn't violent, but he has anger issues and deep insecurities. He's working on them and has improved. We started counseling, and he participated in one or two individual sessions, but we broke up again shortly thereafter. Now his constant questions and accusations are getting really draining.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm dealing with an illness that will never go away and I feel like my life will never change for the better. I feel alone and that i have no one. 

How can I overcome this pain and learn to be happy alone?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I really like this guy and I think he likes me back, but his sister is my bestfriend. I'm afraid that if I tell her I have a crush on her brother she would loose it. I once told her I thought her brother was cute and she got really angry. I've gotten to know her brother better lately and I've realiz",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"It's not entirely true to say I enjoy being sad, but I always find a way to feel that way. I listen to sad music, read tragic stories, and, in a twisted way, like how bad it makes me feel. I focus on negative aspects of my life even if they aren't legitimate or I just make it seem negative.",Cognitive Behavioral Therapy,Depression,huggingface_counseling,
"Any time my family and friends are in an altercation, I’m the one who steps in. I’m the one they call to fight for them. I do this even though I have a tough time trusting the people I’m fighting for. I’m only in my early 20s.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My toddler is having a real hard time with toilet training. He almost throws up every time he sees his poop. He gags and will not go on the toilet. We have tried a toilet chair and ring that goes on the big-boy toilet, but he refuses to use it. When he sits on the toilet, he just sits there forever ",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"Patient presents with exhaustion, work overload. Symptoms are affecting daily functioning.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,APA: Mindfulness-Based Stress Reduction (MBSR) for occupational burnout
"I love him so much, and I don't know what to do.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"As a child, my parents injured my brother, so they went to prison. I was there when he had gotten hurt, but I can't seem to remember. I also can't remember being with them quite well. It's a blur.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"She was diagnosed a type one diabetic two years ago and had a very tough time dealing with it. She has an attachment issue also; her mother just moved to a much nicer home, and she gets angry and demands to go back to her prior home. We do not understand what is going on, and it is driving us crazy.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm dealing with imposter syndrome in graduate school. I know that by all accounts I am a phenomenal graduate student, and that I am well-published. I am well liked by students and faculty alike. And yet I cannot shake the feeling that I'm going to be found out as a fraud.    How can I get over this",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationshi",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I terminated my counseling relationship with a social worker several years ago. I am now realizing that I would like to begin counseling again. The social worker’s voicemail message says that he returns calls in 24 hours, but he hasn't called me back. I called him on the weekend and made it clear th",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counse",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with hypervigilance, trauma re-experiencing. No prior psychiatric history.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018 PTSD: EMDR recommended as first-line alongside trauma-focused CBT
How do I stop those thoughts?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My husband has had issues with alcohol addiction in the past (he'd never admit to this). A while back (3 years ago), I asked him to stop drinking so much, and he agreed. I caught him one night drinking behind my back. I confronted him and he lied, but I told him I knew he was lying because I counted",Sleep Therapy,Stress,huggingface_counseling,
"My older brother (in his 60s) started dating a lady with Asperger's. She is hyper-sexual and flirty. She does not understand boundaries. They’ve been dating for a few months, and she's talking marriage. Another sibling and his wife have met her, and they have said she is never invited back. My broth",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Last year, I just always felt hopeless. I don't have a great relationship with my sister. I lost my mother recently, and that really added to my sadness. My sister always brings up how I was never close to my mother.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with muscle tension, fatigue. Symptoms are affecting daily functioning.",Mindfulness-Based Therapy,Anxiety,clinical_knowledge_graph,NICE CG113 Step 3: MBSR as alternative where CBT not available
"Patient presents with detachment, emotional numbing. Impact on work and relationships noted.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018: Trauma-focused EMDR for PTSD — 8-12 sessions
"I don't know how to have emotions. I never had any from my birth. Being human, I think of myself as a monster. I enjoy pain. I cut myself for my climax during sex. I think most of the time, I lie, even when sometimes it would have been easy just to tell the truth. I was in rehabilitation for four ye",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.",Sleep Therapy,Depression,huggingface_counseling,
"Patient presents with loss of relationships, social withdrawal, loneliness, isolation. Symptoms are affecting daily functioning.",Group Therapy,Depression,clinical_knowledge_graph,NICE CG90: Group-based CBT or IPT for depression with social difficulties
"Patient presents with trembling, blushing, avoidance of social situations. Symptoms are affecting daily functioning.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG159: CBT recommended for social anxiety disorder
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counse",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationshi",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"There are many people willing to lovingly provide me with a home. I have food, clothes, and a university education, but I never feel like I belong. Even when I have a good time with people who are supposed to be close, I feel like I'm just out with friends and I never go home.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
Why am I so afraid of it? I don't understand.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I feel so alone. I have so many people around me, but it seems as they just listen and dont understand.  They say it will all be okay, or they don't listen to me st all.  Everyone says they are here for me but it doesn't feel like they are. Why do I feel so alone?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with avoidance, heart palpitations.",Exposure Therapy,Panic Disorder,clinical_knowledge_graph,NICE CG113: Panic disorder — CBT with interoceptive exposure is first-line
"Patient presents with panic attacks, fear of dying, avoidance, chest tightness. Impact on work and relationships noted.",Exposure Therapy,Panic Disorder,clinical_knowledge_graph,NICE CG113: Panic disorder — CBT with interoceptive exposure is first-line
"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.",Medication Management,Depression,huggingface_counseling,
"I want a secure relationship with someone that wants to be with me and who will actually put effort into it.
I seem to gravitate toward unavailable men and those that want intimacy and no relationship. I let men dictate and control me because they accuse me of being controlling. I let men emotional",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My wife works late most days, so I'm lonely. I love my wife with all my heart, however I don't feel the intimacy we used to have. We don't have sex anymore, which bothers me tremendously. I have become close friends with a coworker, which I know is not helping. Nothing will happen with that, but the",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have not been able to really sleep. I stay up all times of the night not even knowing why. Every day, I feel like I have anger inside of me. I have a little family, but I can't open up to them like I want to. I have a son, and I feel that I take my anger out on him by screaming at him.",Sleep Therapy,Anxiety,huggingface_counseling,
"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by my",Sleep Therapy,Anxiety,huggingface_counseling,
They discontinued treatment for no apparent reason after they thought to diagnose me with schizophrenia.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I easily recognize this but have no control over it and need suggestions for managing my anger.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
Does this go against any ethical codes? Are there legal ramifications?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with treatment-resistant depression, medication side effects, chronic depression. Patient reports significant distress.",Medication Management,Depression,clinical_knowledge_graph,NICE CG90: Combination of antidepressant + psychological therapy
"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with excessive worry, muscle tension, uncontrollable worry, restlessness. This has persisted for several months.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG113: CBT recommended as first-line psychological intervention for GAD
"Patient presents with chronic depression, treatment-resistant depression, medication side effects. Previous episode resolved with therapy.",Medication Management,Depression,clinical_knowledge_graph,NICE CG90: Combination of antidepressant + psychological therapy
I need help knowing how to deal with stress. What can I do?,Cognitive Behavioral Therapy,Stress,huggingface_counseling,
Over a year ago I had a female friend. She turned out to be kind of crazy so I decided to stop talking to her.  When she would call me I wouldn't answer the phone. This made my girlfriend really suspicious. She would ask me why I wouldn't ever answer that phone number. I told my girlfriend that I do,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with fear of dying, avoidance. Impact on work and relationships noted.",Exposure Therapy,Panic Disorder,clinical_knowledge_graph,NICE CG113: Panic disorder — CBT with interoceptive exposure is first-line
"I'm in my early 20s. I've worked since two months after I turned 18. I have “plans.” I could become an electrician, or I could operate heavy machinery. I have goals, but I do nothing to try to meet them because I don't feel I can. I just want a better life for my fiancée and the kids than I did.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with passive suicidal ideation, anhedonia, hopelessness, worthlessness. Patient has tried self-management without success.",Cognitive Behavioral Therapy,Depression,clinical_knowledge_graph,NICE CG90: CBT for moderate-severe depression
"Patient presents with fatigue, generalised worry. No prior psychiatric history.",Mindfulness-Based Therapy,Anxiety,clinical_knowledge_graph,NICE CG113 Step 3: MBSR as alternative where CBT not available
i was addicted to porn since the second grade. I'm in my early 40s and overcame my addiction during my separation from my wife of 15 years.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with irritability, muscle tension, fatigue, generalised worry. Patient has tried self-management without success.",Mindfulness-Based Therapy,Anxiety,clinical_knowledge_graph,NICE CG113 Step 3: MBSR as alternative where CBT not available
"In middle school and high school, my friends and family thought I was gay. I tried telling them, but they wouldn’t believe me. It almost feels like they wanted me to be. Now I’m actually starting to believe them. I know I wasn’t back then, and now I’m not sure anymore.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
Does counseling really do anything that can help people?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with nightmares, trauma re-experiencing, flashbacks. Symptoms are affecting daily functioning.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018 PTSD: EMDR recommended as first-line alongside trauma-focused CBT
"Patient presents with worthlessness, hopelessness, anhedonia, passive suicidal ideation. Impact on work and relationships noted.",Cognitive Behavioral Therapy,Depression,clinical_knowledge_graph,NICE CG90: CBT for moderate-severe depression
"Patient presents with burnout, work overload, exhaustion, emotional depletion. Impact on work and relationships noted.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,APA: Mindfulness-Based Stress Reduction (MBSR) for occupational burnout
"My stepdad and I always mess around. I've noticed that whenever he playfully hits me, it's always my butt that he hits. He always comments on my outfits and always scans me head to toe when I walk into a room. I'm a teenager female, and I want to know if this is normal.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with early morning awakening, non-restorative sleep, daytime fatigue. Symptoms are affecting daily functioning.",Sleep Therapy,Insomnia,clinical_knowledge_graph,AASM CBT-I: Sleep restriction + stimulus control therapy
"There is  just no communication at all between us.  She sleeps constantly all day (not at night).  She acts angry and unfocused and stays in her very messy room all the time. The only time she comes out is to eat. 

She has aches and fatigue, weight gain, hair loss and skin problems. She does not ",Sleep Therapy,Anxiety,huggingface_counseling,
"I have an overwhelming desire to watch my wife have sex with another man. I talked to her about it, and she said she will do it for me. The idea excites me to no end, but I don’t want to because it disgusts me. How can I stop wanting it, or should I just give into it and do it? I’ve been struggling ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with assault trauma, complex PTSD.",EMDR Therapy,PTSD,clinical_knowledge_graph,WHO 2013: EMDR recommended for PTSD in adults
I am becoming a Water Safety Instructor but I didn't have enough for a proper swimsuit. I was told by a boy in class that my top was displaying everything. I was very embarrassed.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I need help knowing how to deal with stress. What can I do?,Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"Patient presents with agoraphobia, anticipatory fear. Patient has tried self-management without success.",Exposure Therapy,Panic Disorder,clinical_knowledge_graph,NICE CG113: Exposure therapy for panic disorder with agoraphobia
I need to speak to someone about sexual addiction and binge eating immediately.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?",Cognitive Behavioral Therapy,PTSD,huggingface_counseling,
"Patient presents with loss, sadness. Patient reports significant distress.",Psychodynamic Therapy,Depression,clinical_knowledge_graph,DSM-5: Prolonged grief disorder — psychodynamic or grief-focused therapy
"My girlfriend broke up with me five months ago because I said awful things to her one night for no reason of hers. I have been trying to get her back, but it isn’t easy. She is in her 50s and I am in my 40s. She is the one I want for my life, and this is killing me. Every day, I cry, and I am desper",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I am a teenager, and my brother is a few years older. He has a girlfriend who is always with him. He never hangs out with me anymore. We were really close, and it is making me really sad.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
How does a counselor decide when to end counseling sessions or to terminate working with a client?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"She treats me like I'm not in her presence. She’s always yelling at me for no reason. She gives more respect to my brothers than me, but only my brothers fight her while I respect her.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been dating 3 weeks but I like him a lot.",Cognitive Behavioral Therapy,Depression,huggingface_counseling,
My grandma had a stroke and passed away recently. I lost my home and job. I'm looking but haven't found a job. I've been binge watching television and binge eating.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have been with my husband for almost 7 years. We got engaged a little after 5 years of being together. I had always been clear that I wanted to get married and I sadly would drop hints about how i wanted him to propose. 
When he did propose it was during a random vacation that I had planned. I was",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with overthinking, sleep onset delay, concentration difficulties, nervousness.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,DSM-5 GAD criteria + NICE step-care model
"There are intimate things she did early in the relationship, and things she had once agreed to try that she will not do now. I end up thinking about it all day. I feel rejected and think I married the wrong person.",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?",Cognitive Behavioral Therapy,PTSD,huggingface_counseling,
"I was in a relationship for almost five years. We were friends for a few years before we got into a relationship. He was a caring, friendly, and charming guy up until three and a half years in. He started controlling me: who I hung out with, where I was at all times, and he had a huge hissy fit if I",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I am becoming a Water Safety Instructor but I didn't have enough for a proper swimsuit. I was told by a boy in class that my top was displaying everything. I was very embarrassed.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family.
However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without trust, I cannot stay in this relationship. On the other hand, I do not want my c",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I've been going through a rough time lately. I been into nothing but women. I’ve never thought about men until a week ago. I’m very upset and depressed about this. It's not normal to me. I looked at gay porn more than once to prove that I’m not gay. I get the same results each time, and I feel disgu",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with avoidance of places, agoraphobia, unexpected panic attacks, anticipatory fear. Symptoms are affecting daily functioning.",Exposure Therapy,Panic Disorder,clinical_knowledge_graph,NICE CG113: Exposure therapy for panic disorder with agoraphobia
"I know I'm ruining my life with a lot of the decisions I make.  I consistently tell myself I need to make some serious changes in my life, but I just can't seem to even though I really want to. Why can't I force myself to change?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My boyfriend is in Ireland for 11 days, and I am an emotional wreck.",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago. When I am stressed, overwhelmed, hurt, or angry, the urge to self-harm is all I can think of. I am trying to seek help.",Group Therapy,Anxiety,huggingface_counseling,
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm a teenage gay girl, and I'm in love with a girl a few years older than me. She loves me too, but we're not physically together at the moment. I've been thinking about being transgender soon too, but my family doesn't accept me, so I honestly don't know what to do about that because I feel like I",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I am on the track and softball team. My school is small, so I play all four sports it offers. I feel obligated to do track because I'm not a horrible runner, and my dad wants me to. The catch is is that the days before a track meet and the morning of, I get sick and cry.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm an early 20 something year-old virgin, and my boyfriend is in his early 20s with kids. He's cheated on me twice: once in the beginning and then four months ago. He wasn't use to dating a virgin and broke up with me three times because he wasn't sure. We both work at the same job (where we met) a",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm an adult, facing problems with my mom. She's way too controlling. She decides things for me, disregarding whatever I say. I tried explaining my side to her calmly, but she eventually gets angry and doesn't wish to listen to me regardless of how I speak to her.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with avoidance of social situations, embarrassment, trembling, blushing. Previous episode resolved with therapy.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG159: CBT recommended for social anxiety disorder
"My spouse visited the red light district a couple of years back in Amsterdam. After he got back from the trip he got me tested for stds. In the aftermath he has provided multiple versions of what happened, from having a total blackout to being touched by a prostitute. How do I know if he had sex?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"He isn't violent, but he has anger issues and deep insecurities. He's working on them and has improved. We started counseling, and he participated in one or two individual sessions, but we broke up again shortly thereafter. Now his constant questions and accusations are getting really draining.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with phobic stimulus, anticipatory anxiety. Patient has tried self-management without success.",Exposure Therapy,Anxiety,clinical_knowledge_graph,APA Practice Guideline: In vivo exposure for specific phobia
"Patient presents with generalised worry, irritability. Previous episode resolved with therapy.",Mindfulness-Based Therapy,Anxiety,clinical_knowledge_graph,NICE CG113 Step 3: MBSR as alternative where CBT not available
"I am lazy. I am very aware of the problem and try to talk myself out of it all the time, but I never seem to shake the habits. I try to think of what it is doing to me and my future, but no matter what, I keep creating excuses for myself to continue the procrastination. All I'm ever left with is reg",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
